license_id,brand_name,ingredient,drugbank_id,disease_name,disease_id,source,is_new
MAL19990587AZ,MEDIXON TABLET,METHYLPREDNISOLONE,DB00959,thyroiditis (disease),,TxGNN Knowledge Graph,
MAL19990587AZ,MEDIXON TABLET,METHYLPREDNISOLONE,DB00959,Stevens-Johnson syndrome,,TxGNN Knowledge Graph,
MAL19990587AZ,MEDIXON TABLET,METHYLPREDNISOLONE,DB00959,chronic beryllium disease,,TxGNN Knowledge Graph,
MAL19990587AZ,MEDIXON TABLET,METHYLPREDNISOLONE,DB00959,"leukemia, lymphocytic, susceptibility to",,TxGNN Knowledge Graph,
MAL19990587AZ,MEDIXON TABLET,METHYLPREDNISOLONE,DB00959,familial adrenal hypoplasia with absent pituitary luteinizing hormone,,TxGNN Knowledge Graph,
MAL19990587AZ,MEDIXON TABLET,METHYLPREDNISOLONE,DB00959,chondrocalcinosis,,TxGNN Knowledge Graph,
MAL19990587AZ,MEDIXON TABLET,METHYLPREDNISOLONE,DB00959,primary cutaneous T-cell non-Hodgkin lymphoma,,TxGNN Knowledge Graph,
MAL19990587AZ,MEDIXON TABLET,METHYLPREDNISOLONE,DB00959,angioedema,,TxGNN Knowledge Graph,
MAL19990587AZ,MEDIXON TABLET,METHYLPREDNISOLONE,DB00959,adrenocortical insufficiency,,TxGNN Knowledge Graph,
MAL19990587AZ,MEDIXON TABLET,METHYLPREDNISOLONE,DB00959,autoimmune disease,,TxGNN Knowledge Graph,
MAL19990587AZ,MEDIXON TABLET,METHYLPREDNISOLONE,DB00959,hereditary angioedema,,TxGNN Knowledge Graph,
MAL19990587AZ,MEDIXON TABLET,METHYLPREDNISOLONE,DB00959,chronic primary adrenal insufficiency,,TxGNN Knowledge Graph,
MAL19056001AZ,Dupixent 300 mg Solution for Injection in Pre-filled Syringe,DUPILUMAB,DB12159,"dermatitis, atopic",,TxGNN Knowledge Graph,
MAL19056001AZ,Dupixent 300 mg Solution for Injection in Pre-filled Syringe,DUPILUMAB,DB12159,atopic eczema,,TxGNN Knowledge Graph,
MAL19056043AZ,Soliqua SoloStar 100units/mL+33mcg/mL solution for injection in a pre-filled pen,LIXISENATIDE,DB09265,diabetes mellitus (disease),,TxGNN Knowledge Graph,
MAL19056043AZ,Soliqua SoloStar 100units/mL+33mcg/mL solution for injection in a pre-filled pen,LIXISENATIDE,DB09265,type 2 diabetes mellitus,,TxGNN Knowledge Graph,
MAL19940036AZ,INDOMEN CAPSULE,INDOMETHACIN,DB00328,exostosis,,TxGNN Knowledge Graph,
MAL19940036AZ,INDOMEN CAPSULE,INDOMETHACIN,DB00328,"spondyloarthropathy, susceptibility to",,TxGNN Knowledge Graph,
MAL19940036AZ,INDOMEN CAPSULE,INDOMETHACIN,DB00328,rheumatoid arthritis,,TxGNN Knowledge Graph,
