license_id,brand_name,ingredient,drugbank_id,disease_name,disease_id,source,is_new
MAL21036023ACZ,hovid-Levetiracetam Tablets 500 mg,LEVETIRACETAM,DB01202,partial epilepsy,,TxGNN Knowledge Graph,
MAL21036012XC,HAEMO XL SYRUP (IRON (III) HYDROXIDE POLYMALTOSE COMPLEX),IRON,DB01592,folic acid deficiency anemia,,TxGNN Knowledge Graph,
MAL21036012XC,HAEMO XL SYRUP (IRON (III) HYDROXIDE POLYMALTOSE COMPLEX),IRON,DB01592,anemia of prematurity,,TxGNN Knowledge Graph,
MAL21036012XC,HAEMO XL SYRUP (IRON (III) HYDROXIDE POLYMALTOSE COMPLEX),IRON,DB01592,deficiency anemia,,TxGNN Knowledge Graph,
MAL21036012XC,HAEMO XL SYRUP (IRON (III) HYDROXIDE POLYMALTOSE COMPLEX),IRON,DB01592,hypochromic anemia,,TxGNN Knowledge Graph,
MAL21036012XC,HAEMO XL SYRUP (IRON (III) HYDROXIDE POLYMALTOSE COMPLEX),IRON,DB01592,microcytic anemia,,TxGNN Knowledge Graph,
MAL21036012XC,HAEMO XL SYRUP (IRON (III) HYDROXIDE POLYMALTOSE COMPLEX),IRON,DB01592,iron deficiency anemia,,TxGNN Knowledge Graph,
MAL10100180XZ,MYCORIL SPRAY 1%,CLOTRIMAZOLE,DB00257,tinea infection,,TxGNN Knowledge Graph,
MAL10100180XZ,MYCORIL SPRAY 1%,CLOTRIMAZOLE,DB00257,oral candidiasis,,TxGNN Knowledge Graph,
MAL10100180XZ,MYCORIL SPRAY 1%,CLOTRIMAZOLE,DB00257,candidiasis,,TxGNN Knowledge Graph,
MAL10100180XZ,MYCORIL SPRAY 1%,CLOTRIMAZOLE,DB00257,pityriasis versicolor,,TxGNN Knowledge Graph,
MAL10100180XZ,MYCORIL SPRAY 1%,CLOTRIMAZOLE,DB00257,vulvovaginal candidiasis,,TxGNN Knowledge Graph,
MAL10100180XZ,MYCORIL SPRAY 1%,CLOTRIMAZOLE,DB00257,dermatophytosis of groin and perianal area,,TxGNN Knowledge Graph,
MAL10100180XZ,MYCORIL SPRAY 1%,CLOTRIMAZOLE,DB00257,cutaneous candidiasis,,TxGNN Knowledge Graph,
MAL10100180XZ,MYCORIL SPRAY 1%,CLOTRIMAZOLE,DB00257,tinea pedis,,TxGNN Knowledge Graph,
MAL10100180XZ,MYCORIL SPRAY 1%,CLOTRIMAZOLE,DB00257,tinea corporis,,TxGNN Knowledge Graph,
MAL11030009AZ,Clonate  Cream 0.05%w/w,CLOBETASOL PROPIONATE,DB01013,dermatitis,,TxGNN Knowledge Graph,
MAL11030009AZ,Clonate  Cream 0.05%w/w,CLOBETASOL PROPIONATE,DB01013,seborrheic dermatitis,,TxGNN Knowledge Graph,
MAL11030009AZ,Clonate  Cream 0.05%w/w,CLOBETASOL PROPIONATE,DB01013,scalp dermatosis,,TxGNN Knowledge Graph,
MAL11030009AZ,Clonate  Cream 0.05%w/w,CLOBETASOL PROPIONATE,DB01013,atopic eczema,,TxGNN Knowledge Graph,
MAL11030009AZ,Clonate  Cream 0.05%w/w,CLOBETASOL PROPIONATE,DB01013,"dermatitis, atopic",,TxGNN Knowledge Graph,
MAL11030009AZ,Clonate  Cream 0.05%w/w,CLOBETASOL PROPIONATE,DB01013,occupational dermatitis,,TxGNN Knowledge Graph,
MAL11030009AZ,Clonate  Cream 0.05%w/w,CLOBETASOL PROPIONATE,DB01013,seborrheic keratosis,,TxGNN Knowledge Graph,
MAL11030009AZ,Clonate  Cream 0.05%w/w,CLOBETASOL PROPIONATE,DB01013,contact dermatitis,,TxGNN Knowledge Graph,
MAL06030792AZ,Escapelle Tablet 1.5mg,LEVONORGESTREL,DB00367,postmenopausal osteoporosis,,TxGNN Knowledge Graph,
MAL06030792AZ,Escapelle Tablet 1.5mg,LEVONORGESTREL,DB00367,osteoporosis,,TxGNN Knowledge Graph,
MAL21046021ACZ,ALLOR (LORATADINE ORAL SOLUTION 5MG/5ML USP),LORATADINE,DB00455,atopic conjunctivitis,,TxGNN Knowledge Graph,
MAL21046021ACZ,ALLOR (LORATADINE ORAL SOLUTION 5MG/5ML USP),LORATADINE,DB00455,vernal conjunctivitis,,TxGNN Knowledge Graph,
MAL21046021ACZ,ALLOR (LORATADINE ORAL SOLUTION 5MG/5ML USP),LORATADINE,DB00455,vasomotor rhinitis,,TxGNN Knowledge Graph,
MAL21046021ACZ,ALLOR (LORATADINE ORAL SOLUTION 5MG/5ML USP),LORATADINE,DB00455,common cold,,TxGNN Knowledge Graph,
MAL21046021ACZ,ALLOR (LORATADINE ORAL SOLUTION 5MG/5ML USP),LORATADINE,DB00455,idiopathic urticaria,,TxGNN Knowledge Graph,
MAL21046021ACZ,ALLOR (LORATADINE ORAL SOLUTION 5MG/5ML USP),LORATADINE,DB00455,allergic rhinitis,,TxGNN Knowledge Graph,
MAL21046021ACZ,ALLOR (LORATADINE ORAL SOLUTION 5MG/5ML USP),LORATADINE,DB00455,pharyngitis,,TxGNN Knowledge Graph,
MAL21046021ACZ,ALLOR (LORATADINE ORAL SOLUTION 5MG/5ML USP),LORATADINE,DB00455,nasopharyngitis,,TxGNN Knowledge Graph,
MAL21046021ACZ,ALLOR (LORATADINE ORAL SOLUTION 5MG/5ML USP),LORATADINE,DB00455,papillary conjunctivitis,,TxGNN Knowledge Graph,
MAL19930477AZ,CYTARABINE CS INJ 1000MG IN 10ML,CYTARABINE,DB00987,therapy related acute myeloid leukemia and myelodysplastic syndrome,,TxGNN Knowledge Graph,
MAL19930477AZ,CYTARABINE CS INJ 1000MG IN 10ML,CYTARABINE,DB00987,acute lymphoblastic/lymphocytic leukemia,,TxGNN Knowledge Graph,
MAL19930477AZ,CYTARABINE CS INJ 1000MG IN 10ML,CYTARABINE,DB00987,acute myeloblastic leukemia without maturation,,TxGNN Knowledge Graph,
MAL19930477AZ,CYTARABINE CS INJ 1000MG IN 10ML,CYTARABINE,DB00987,acute myeloid leukemia with t(8;16)(p11;p13) translocation,,TxGNN Knowledge Graph,
MAL19930477AZ,CYTARABINE CS INJ 1000MG IN 10ML,CYTARABINE,DB00987,unclassified acute myeloid leukemia,,TxGNN Knowledge Graph,
MAL19930477AZ,CYTARABINE CS INJ 1000MG IN 10ML,CYTARABINE,DB00987,acute myeloid leukemia with CEBPA somatic mutations,,TxGNN Knowledge Graph,
MAL19930477AZ,CYTARABINE CS INJ 1000MG IN 10ML,CYTARABINE,DB00987,acute myeloid leukemia with NPM1 somatic mutations,,TxGNN Knowledge Graph,
MAL19930477AZ,CYTARABINE CS INJ 1000MG IN 10ML,CYTARABINE,DB00987,acute myeloid leukemia with t(9;11)(p22;q23),,TxGNN Knowledge Graph,
MAL19930477AZ,CYTARABINE CS INJ 1000MG IN 10ML,CYTARABINE,DB00987,acute myeloid leukemia with t(6;9)(p23;q34),,TxGNN Knowledge Graph,
MAL19930477AZ,CYTARABINE CS INJ 1000MG IN 10ML,CYTARABINE,DB00987,acute promyelocytic leukemia,,TxGNN Knowledge Graph,
MAL19930477AZ,CYTARABINE CS INJ 1000MG IN 10ML,CYTARABINE,DB00987,myeloid leukemia,,TxGNN Knowledge Graph,
MAL19930477AZ,CYTARABINE CS INJ 1000MG IN 10ML,CYTARABINE,DB00987,acute lymphoblastic leukemia (disease),,TxGNN Knowledge Graph,
MAL19930477AZ,CYTARABINE CS INJ 1000MG IN 10ML,CYTARABINE,DB00987,acute myeloid leukemia with inv3(p21;q26.2) or t(3;3)(p21;q26.2),,TxGNN Knowledge Graph,
MAL19930477AZ,CYTARABINE CS INJ 1000MG IN 10ML,CYTARABINE,DB00987,precursor T-cell acute lymphoblastic leukemia,,TxGNN Knowledge Graph,
MAL19930477AZ,CYTARABINE CS INJ 1000MG IN 10ML,CYTARABINE,DB00987,"leukemia, lymphocytic, susceptibility to",,TxGNN Knowledge Graph,
MAL19930477AZ,CYTARABINE CS INJ 1000MG IN 10ML,CYTARABINE,DB00987,acute myeloblastic leukemia with maturation,,TxGNN Knowledge Graph,
MAL19930477AZ,CYTARABINE CS INJ 1000MG IN 10ML,CYTARABINE,DB00987,inherited acute myeloid leukemia,,TxGNN Knowledge Graph,
MAL19930477AZ,CYTARABINE CS INJ 1000MG IN 10ML,CYTARABINE,DB00987,acute myeloid leukemia with minimal differentiation,,TxGNN Knowledge Graph,
MAL19930477AZ,CYTARABINE CS INJ 1000MG IN 10ML,CYTARABINE,DB00987,acute myeloid leukemia with t(8;21)(q22;q22) translocation,,TxGNN Knowledge Graph,
MAL19930477AZ,CYTARABINE CS INJ 1000MG IN 10ML,CYTARABINE,DB00987,acute myeloid leukemia and myelodysplastic syndromes related to topoisomerase type 2 inhibitor,,TxGNN Knowledge Graph,
MAL19960983AZ,GLIMICRON 80MG TABLET,GLICLAZIDE,DB01120,diabetes mellitus (disease),,TxGNN Knowledge Graph,
MAL19960983AZ,GLIMICRON 80MG TABLET,GLICLAZIDE,DB01120,type 2 diabetes mellitus,,TxGNN Knowledge Graph,
MAL11045012AZ,FENO-TG 160mg tablet,FENOFIBRATE,DB01039,hypertriglyceridemia (disease),,TxGNN Knowledge Graph,
MAL11045012AZ,FENO-TG 160mg tablet,FENOFIBRATE,DB01039,obsolete familial combined hyperlipidemia,,TxGNN Knowledge Graph,
MAL11045012AZ,FENO-TG 160mg tablet,FENOFIBRATE,DB01039,hyperlipidemia,,TxGNN Knowledge Graph,
MAL11045012AZ,FENO-TG 160mg tablet,FENOFIBRATE,DB01039,"hyperlipidemia, familial combined, LPL related",,TxGNN Knowledge Graph,
MAL11045012AZ,FENO-TG 160mg tablet,FENOFIBRATE,DB01039,hypoalphalipoproteinemia,,TxGNN Knowledge Graph,
MAL11045012AZ,FENO-TG 160mg tablet,FENOFIBRATE,DB01039,familial hyperlipidemia,,TxGNN Knowledge Graph,
MAL19990255XCR,ROCALTROL CAPSULE 0.25MCG,CALCITRIOL,DB00136,hypophosphatemia (disease),,TxGNN Knowledge Graph,
MAL19990255XCR,ROCALTROL CAPSULE 0.25MCG,CALCITRIOL,DB00136,hypercalcemia disease,,TxGNN Knowledge Graph,
MAL19990255XCR,ROCALTROL CAPSULE 0.25MCG,CALCITRIOL,DB00136,phosphorus metabolism disease,,TxGNN Knowledge Graph,
MAL19990255XCR,ROCALTROL CAPSULE 0.25MCG,CALCITRIOL,DB00136,nephrocalcinosis,,TxGNN Knowledge Graph,
MAL19990255XCR,ROCALTROL CAPSULE 0.25MCG,CALCITRIOL,DB00136,hypoparathyroidism,,TxGNN Knowledge Graph,
MAL19990255XCR,ROCALTROL CAPSULE 0.25MCG,CALCITRIOL,DB00136,renal osteodystrophy,,TxGNN Knowledge Graph,
MAL16045039ACRZ,Xtandi 40mg Soft Capsules,ENZALUTAMIDE,DB08899,prostate cancer,,TxGNN Knowledge Graph,
MAL16045039ACRZ,Xtandi 40mg Soft Capsules,ENZALUTAMIDE,DB08899,familial prostate carcinoma,,TxGNN Knowledge Graph,
MAL16045039ACRZ,Xtandi 40mg Soft Capsules,ENZALUTAMIDE,DB08899,prostate carcinoma,,TxGNN Knowledge Graph,
MAL19992693AZ,FUNGINOX TABLET,KETOCONAZOLE,DB01026,candidiasis,,TxGNN Knowledge Graph,
MAL19992693AZ,FUNGINOX TABLET,KETOCONAZOLE,DB01026,seborrheic dermatitis,,TxGNN Knowledge Graph,
MAL19992693AZ,FUNGINOX TABLET,KETOCONAZOLE,DB01026,blastomycosis,,TxGNN Knowledge Graph,
MAL19992693AZ,FUNGINOX TABLET,KETOCONAZOLE,DB01026,aspergillosis,,TxGNN Knowledge Graph,
MAL19992693AZ,FUNGINOX TABLET,KETOCONAZOLE,DB01026,cutaneous candidiasis,,TxGNN Knowledge Graph,
MAL19992693AZ,FUNGINOX TABLET,KETOCONAZOLE,DB01026,tinea corporis,,TxGNN Knowledge Graph,
MAL19992693AZ,FUNGINOX TABLET,KETOCONAZOLE,DB01026,chromomycosis,,TxGNN Knowledge Graph,
MAL19992693AZ,FUNGINOX TABLET,KETOCONAZOLE,DB01026,pityriasis versicolor,,TxGNN Knowledge Graph,
MAL19992693AZ,FUNGINOX TABLET,KETOCONAZOLE,DB01026,black piedra,,TxGNN Knowledge Graph,
MAL19992693AZ,FUNGINOX TABLET,KETOCONAZOLE,DB01026,Cushing syndrome,,TxGNN Knowledge Graph,
MAL19992693AZ,FUNGINOX TABLET,KETOCONAZOLE,DB01026,seborrheic keratosis,,TxGNN Knowledge Graph,
MAL19992693AZ,FUNGINOX TABLET,KETOCONAZOLE,DB01026,histoplasmosis,,TxGNN Knowledge Graph,
MAL19992693AZ,FUNGINOX TABLET,KETOCONAZOLE,DB01026,dermatophytosis of groin and perianal area,,TxGNN Knowledge Graph,
MAL19992693AZ,FUNGINOX TABLET,KETOCONAZOLE,DB01026,adrenal gland hyperfunction,,TxGNN Knowledge Graph,
MAL19992693AZ,FUNGINOX TABLET,KETOCONAZOLE,DB01026,pityriasis simplex,,TxGNN Knowledge Graph,
MAL19992693AZ,FUNGINOX TABLET,KETOCONAZOLE,DB01026,tinea infection,,TxGNN Knowledge Graph,
MAL19992693AZ,FUNGINOX TABLET,KETOCONAZOLE,DB01026,paracoccidioidomycosis,,TxGNN Knowledge Graph,
MAL19992693AZ,FUNGINOX TABLET,KETOCONAZOLE,DB01026,oral candidiasis,,TxGNN Knowledge Graph,
MAL19992693AZ,FUNGINOX TABLET,KETOCONAZOLE,DB01026,disseminated candidiasis,,TxGNN Knowledge Graph,
MAL19992693AZ,FUNGINOX TABLET,KETOCONAZOLE,DB01026,coccidioidomycosis,,TxGNN Knowledge Graph,
MAL19992693AZ,FUNGINOX TABLET,KETOCONAZOLE,DB01026,white piedra,,TxGNN Knowledge Graph,
MAL19992693AZ,FUNGINOX TABLET,KETOCONAZOLE,DB01026,tinea pedis,,TxGNN Knowledge Graph,
MAL19992693AZ,FUNGINOX TABLET,KETOCONAZOLE,DB01026,sporotrichosis,,TxGNN Knowledge Graph,
MAL19900509AZ,TRANPAM TABLET 0.5MG,LORAZEPAM,DB00186,status epilepticus,,TxGNN Knowledge Graph,
MAL19900509AZ,TRANPAM TABLET 0.5MG,LORAZEPAM,DB00186,visual epilepsy,,TxGNN Knowledge Graph,
MAL19900509AZ,TRANPAM TABLET 0.5MG,LORAZEPAM,DB00186,anxiety,,TxGNN Knowledge Graph,
MAL19900509AZ,TRANPAM TABLET 0.5MG,LORAZEPAM,DB00186,Lennox-Gastaut syndrome,,TxGNN Knowledge Graph,
MAL19900509AZ,TRANPAM TABLET 0.5MG,LORAZEPAM,DB00186,anxiety disorder,,TxGNN Knowledge Graph,
MAL19900509AZ,TRANPAM TABLET 0.5MG,LORAZEPAM,DB00186,early myoclonic encephalopathy,,TxGNN Knowledge Graph,
MAL19900509AZ,TRANPAM TABLET 0.5MG,LORAZEPAM,DB00186,absence epilepsy,,TxGNN Knowledge Graph,
MAL19900509AZ,TRANPAM TABLET 0.5MG,LORAZEPAM,DB00186,cutis verticis gyrata,,TxGNN Knowledge Graph,
MAL19950156AZ,RAVIMED TABLET 5MG,MEDROXYPROGESTERONE ACETATE,DB00603,postmenopausal osteoporosis,,TxGNN Knowledge Graph,
MAL19950156AZ,RAVIMED TABLET 5MG,MEDROXYPROGESTERONE ACETATE,DB00603,uterine corpus cancer,,TxGNN Knowledge Graph,
MAL19950156AZ,RAVIMED TABLET 5MG,MEDROXYPROGESTERONE ACETATE,DB00603,endometrium neoplasm,,TxGNN Knowledge Graph,
MAL19950156AZ,RAVIMED TABLET 5MG,MEDROXYPROGESTERONE ACETATE,DB00603,endometriosis (disease),,TxGNN Knowledge Graph,
MAL19950156AZ,RAVIMED TABLET 5MG,MEDROXYPROGESTERONE ACETATE,DB00603,osteoporosis,,TxGNN Knowledge Graph,
MAL19950156AZ,RAVIMED TABLET 5MG,MEDROXYPROGESTERONE ACETATE,DB00603,postmenopausal atrophic vaginitis,,TxGNN Knowledge Graph,
MAL19950156AZ,RAVIMED TABLET 5MG,MEDROXYPROGESTERONE ACETATE,DB00603,endometrial carcinoma (disease),,TxGNN Knowledge Graph,
MAL19950156AZ,RAVIMED TABLET 5MG,MEDROXYPROGESTERONE ACETATE,DB00603,endometrial cancer,,TxGNN Knowledge Graph,
MAL19950156AZ,RAVIMED TABLET 5MG,MEDROXYPROGESTERONE ACETATE,DB00603,endometriosis of uterus,,TxGNN Knowledge Graph,
MAL20162572AE,hovid-Irbesartan Tablet 300mg,IRBESARTAN,DB01029,hypertensive disorder,,TxGNN Knowledge Graph,
MAL20162572AE,hovid-Irbesartan Tablet 300mg,IRBESARTAN,DB01029,hypertension,,TxGNN Knowledge Graph,
MAL20162572AE,hovid-Irbesartan Tablet 300mg,IRBESARTAN,DB01029,diabetic nephropathy,,TxGNN Knowledge Graph,
MAL11030090ACZ,OlanklineTM 5mg film-coated tablet,OLANZAPINE,DB00334,endogenous depression,,TxGNN Knowledge Graph,
MAL11030090ACZ,OlanklineTM 5mg film-coated tablet,OLANZAPINE,DB00334,schizophrenia,,TxGNN Knowledge Graph,
MAL11030090ACZ,OlanklineTM 5mg film-coated tablet,OLANZAPINE,DB00334,major depressive disorder,,TxGNN Knowledge Graph,
MAL11030090ACZ,OlanklineTM 5mg film-coated tablet,OLANZAPINE,DB00334,bipolar disorder,,TxGNN Knowledge Graph,
MAL11030090ACZ,OlanklineTM 5mg film-coated tablet,OLANZAPINE,DB00334,manic bipolar affective disorder,,TxGNN Knowledge Graph,
MAL11030090ACZ,OlanklineTM 5mg film-coated tablet,OLANZAPINE,DB00334,anxiety disorder,,TxGNN Knowledge Graph,
MAL11030090ACZ,OlanklineTM 5mg film-coated tablet,OLANZAPINE,DB00334,unipolar depression,,TxGNN Knowledge Graph,
MAL06051338ACRZ,EpiPen Jr  (Epinephrine) Auto-Injector 0.15mg,EPINEPHRINE,DB00668,open-angle glaucoma,,TxGNN Knowledge Graph,
MAL06051338ACRZ,EpiPen Jr  (Epinephrine) Auto-Injector 0.15mg,EPINEPHRINE,DB00668,bronchitis,,TxGNN Knowledge Graph,
MAL06051338ACRZ,EpiPen Jr  (Epinephrine) Auto-Injector 0.15mg,EPINEPHRINE,DB00668,pulmonary emphysema,,TxGNN Knowledge Graph,
MAL06051338ACRZ,EpiPen Jr  (Epinephrine) Auto-Injector 0.15mg,EPINEPHRINE,DB00668,anaphylaxis,,TxGNN Knowledge Graph,
MAL06051338ACRZ,EpiPen Jr  (Epinephrine) Auto-Injector 0.15mg,EPINEPHRINE,DB00668,bronchiectasis,,TxGNN Knowledge Graph,
MAL06051338ACRZ,EpiPen Jr  (Epinephrine) Auto-Injector 0.15mg,EPINEPHRINE,DB00668,idiopathic bronchiectasis,,TxGNN Knowledge Graph,
MAL06051338ACRZ,EpiPen Jr  (Epinephrine) Auto-Injector 0.15mg,EPINEPHRINE,DB00668,asthma,,TxGNN Knowledge Graph,
MAL06051338ACRZ,EpiPen Jr  (Epinephrine) Auto-Injector 0.15mg,EPINEPHRINE,DB00668,hypotensive disorder,,TxGNN Knowledge Graph,
MAL20061541ACRZ,TRI-LUMA CREAM,FLUOCINOLONE ACETONIDE,DB00591,granuloma annulare,,TxGNN Knowledge Graph,
MAL20061541ACRZ,TRI-LUMA CREAM,FLUOCINOLONE ACETONIDE,DB00591,lichen disease,,TxGNN Knowledge Graph,
MAL20061541ACRZ,TRI-LUMA CREAM,FLUOCINOLONE ACETONIDE,DB00591,primary cutaneous T-cell non-Hodgkin lymphoma,,TxGNN Knowledge Graph,
MAL20061541ACRZ,TRI-LUMA CREAM,FLUOCINOLONE ACETONIDE,DB00591,primary cutaneous T-cell lymphoma,,TxGNN Knowledge Graph,
MAL20061541ACRZ,TRI-LUMA CREAM,FLUOCINOLONE ACETONIDE,DB00591,chronic cutaneous lupus erythematosus,,TxGNN Knowledge Graph,
MAL20061541ACRZ,TRI-LUMA CREAM,FLUOCINOLONE ACETONIDE,DB00591,seborrheic dermatitis,,TxGNN Knowledge Graph,
MAL20061541ACRZ,TRI-LUMA CREAM,FLUOCINOLONE ACETONIDE,DB00591,atopic eczema,,TxGNN Knowledge Graph,
MAL20061541ACRZ,TRI-LUMA CREAM,FLUOCINOLONE ACETONIDE,DB00591,exanthem (disease),,TxGNN Knowledge Graph,
MAL20061541ACRZ,TRI-LUMA CREAM,FLUOCINOLONE ACETONIDE,DB00591,neurodermatitis,,TxGNN Knowledge Graph,
MAL20061541ACRZ,TRI-LUMA CREAM,FLUOCINOLONE ACETONIDE,DB00591,"dermatitis, atopic",,TxGNN Knowledge Graph,
MAL20061541ACRZ,TRI-LUMA CREAM,FLUOCINOLONE ACETONIDE,DB00591,occupational dermatitis,,TxGNN Knowledge Graph,
MAL20061541ACRZ,TRI-LUMA CREAM,FLUOCINOLONE ACETONIDE,DB00591,choroiditis,,TxGNN Knowledge Graph,
MAL20061541ACRZ,TRI-LUMA CREAM,FLUOCINOLONE ACETONIDE,DB00591,seborrheic keratosis,,TxGNN Knowledge Graph,
MAL20061541ACRZ,TRI-LUMA CREAM,FLUOCINOLONE ACETONIDE,DB00591,lupus erythematosus,,TxGNN Knowledge Graph,
MAL20061541ACRZ,TRI-LUMA CREAM,FLUOCINOLONE ACETONIDE,DB00591,discoid lupus erythematosus,,TxGNN Knowledge Graph,
MAL20061541ACRZ,TRI-LUMA CREAM,FLUOCINOLONE ACETONIDE,DB00591,contact dermatitis,,TxGNN Knowledge Graph,
MAL20061541ACRZ,TRI-LUMA CREAM,FLUOCINOLONE ACETONIDE,DB00591,pityriasis simplex,,TxGNN Knowledge Graph,
MAL20061541ACRZ,TRI-LUMA CREAM,TRETINOIN,DB00755,acquired keratosis,,TxGNN Knowledge Graph,
MAL20061541ACRZ,TRI-LUMA CREAM,TRETINOIN,DB00755,palmoplantar keratoderma,,TxGNN Knowledge Graph,
MAL20061541ACRZ,TRI-LUMA CREAM,TRETINOIN,DB00755,acne (disease),,TxGNN Knowledge Graph,
MAL20061541ACRZ,TRI-LUMA CREAM,TRETINOIN,DB00755,acute promyelocytic leukemia,,TxGNN Knowledge Graph,
MAL20000036AZ,SKINOREN CREAM,AZELAIC ACID,DB00548,rosacea,,TxGNN Knowledge Graph,
MAL20000036AZ,SKINOREN CREAM,AZELAIC ACID,DB00548,acne (disease),,TxGNN Knowledge Graph,
MAL21066025AZ,TADACCORD 20 (TADALAFIL TABLETS USP 20 mg),TADALAFIL,DB00820,psychologic dyspareunia,,TxGNN Knowledge Graph,
MAL21066025AZ,TADACCORD 20 (TADALAFIL TABLETS USP 20 mg),TADALAFIL,DB00820,erectile dysfunction (disease),,TxGNN Knowledge Graph,
MAL21066025AZ,TADACCORD 20 (TADALAFIL TABLETS USP 20 mg),TADALAFIL,DB00820,pulmonary hypertension,,TxGNN Knowledge Graph,
MAL21066025AZ,TADACCORD 20 (TADALAFIL TABLETS USP 20 mg),TADALAFIL,DB00820,benign prostatic hyperplasia (disease),,TxGNN Knowledge Graph,
MAL21066025AZ,TADACCORD 20 (TADALAFIL TABLETS USP 20 mg),TADALAFIL,DB00820,premature ejaculation (disease),,TxGNN Knowledge Graph,
MAL21066024AZ,Bapid 100mg Tablet,REBAMIPIDE,DB11656,peptic ulcer disease,,TxGNN Knowledge Graph,
MAL21066024AZ,Bapid 100mg Tablet,REBAMIPIDE,DB11656,gastritis,,TxGNN Knowledge Graph,
MAL21066036XC,Alfost 0.5mcg (Alfacalcidol Capsule),ALFACALCIDOL,DB01436,osteitis fibrosa,,TxGNN Knowledge Graph,
MAL21066036XC,Alfost 0.5mcg (Alfacalcidol Capsule),ALFACALCIDOL,DB01436,renal osteodystrophy,,TxGNN Knowledge Graph,
MAL21066036XC,Alfost 0.5mcg (Alfacalcidol Capsule),ALFACALCIDOL,DB01436,hypoparathyroidism,,TxGNN Knowledge Graph,
MAL21066036XC,Alfost 0.5mcg (Alfacalcidol Capsule),ALFACALCIDOL,DB01436,hyperparathyroidism,,TxGNN Knowledge Graph,
MAL21066023AZ,VORITROP 200 (Voriconazole Tablets 200 mg),VORICONAZOLE,DB00582,disseminated candidiasis,,TxGNN Knowledge Graph,
MAL21066023AZ,VORITROP 200 (Voriconazole Tablets 200 mg),VORICONAZOLE,DB00582,aspergillosis,,TxGNN Knowledge Graph,
MAL21066023AZ,VORITROP 200 (Voriconazole Tablets 200 mg),VORICONAZOLE,DB00582,fusariosis,,TxGNN Knowledge Graph,
MAL21066023AZ,VORITROP 200 (Voriconazole Tablets 200 mg),VORICONAZOLE,DB00582,candidemia,,TxGNN Knowledge Graph,
MAL21066023AZ,VORITROP 200 (Voriconazole Tablets 200 mg),VORICONAZOLE,DB00582,esophageal candidiasis,,TxGNN Knowledge Graph,
MAL21066020ARZ,UROKA Dutasteride Soft Gelatin Capsules 0.5mg,DUTASTERIDE,DB01126,benign prostatic hyperplasia (disease),,TxGNN Knowledge Graph,
MAL21066010ASZ,Levemir FlexPen  100 U/ml Solution for Injection in Pre-filled Pen ,INSULIN DETEMIR,DB01307,diabetes mellitus (disease),,TxGNN Knowledge Graph,
MAL21066010ASZ,Levemir FlexPen  100 U/ml Solution for Injection in Pre-filled Pen ,INSULIN DETEMIR,DB01307,diabetic ketoacidosis,,TxGNN Knowledge Graph,
MAL21066012ASZ,NovoMix 30 FlexPen  100 U/ml Suspension for Injection in Pre-filled Pen ,INSULIN ASPART,DB01306,diabetes mellitus (disease),,TxGNN Knowledge Graph,
MAL21066012ASZ,NovoMix 30 FlexPen  100 U/ml Suspension for Injection in Pre-filled Pen ,INSULIN ASPART,DB01306,diabetic ketoacidosis,,TxGNN Knowledge Graph,
MAL21066008ASZ,Mixtard 30 FlexPen  100 IU/ml Suspension for Injection in Pre-filled Pen ,INSULIN HUMAN,DB00030,diabetes mellitus (disease),,TxGNN Knowledge Graph,
MAL21066008ASZ,Mixtard 30 FlexPen  100 IU/ml Suspension for Injection in Pre-filled Pen ,INSULIN HUMAN,DB00030,type 1 diabetes mellitus,,TxGNN Knowledge Graph,
MAL21066008ASZ,Mixtard 30 FlexPen  100 IU/ml Suspension for Injection in Pre-filled Pen ,INSULIN HUMAN,DB00030,diabetic ketoacidosis,,TxGNN Knowledge Graph,
MAL21066008ASZ,Mixtard 30 FlexPen  100 IU/ml Suspension for Injection in Pre-filled Pen ,INSULIN HUMAN,DB00030,IDDM 1,,TxGNN Knowledge Graph,
MAL21066008ASZ,Mixtard 30 FlexPen  100 IU/ml Suspension for Injection in Pre-filled Pen ,INSULIN HUMAN,DB00030,type 2 diabetes mellitus,,TxGNN Knowledge Graph,
MAL21066026AZ,Retrox 3.5mg Powder for Solution for Injection,BORTEZOMIB,DB00188,plasma cell myeloma,,TxGNN Knowledge Graph,
MAL21066026AZ,Retrox 3.5mg Powder for Solution for Injection,BORTEZOMIB,DB00188,B-cell neoplasm,,TxGNN Knowledge Graph,
MAL21066026AZ,Retrox 3.5mg Powder for Solution for Injection,BORTEZOMIB,DB00188,mantle cell lymphoma,,TxGNN Knowledge Graph,
MAL21066026AZ,Retrox 3.5mg Powder for Solution for Injection,BORTEZOMIB,DB00188,lymphosarcoma,,TxGNN Knowledge Graph,
MAL21066006AZ,TRIMBOW (BECLOMETASONE DIPROPIONATE/FORMOTEROL FUMARATE/GLYCOPYRRONIUM BROMIDE 100/6/12.5 MICROGRAMS PRESSURISED INHALATION SOLUTION),BECLOMETHASONE DIPROPIONATE,DB00394,vasomotor rhinitis,,TxGNN Knowledge Graph,
MAL21066006AZ,TRIMBOW (BECLOMETASONE DIPROPIONATE/FORMOTEROL FUMARATE/GLYCOPYRRONIUM BROMIDE 100/6/12.5 MICROGRAMS PRESSURISED INHALATION SOLUTION),BECLOMETHASONE DIPROPIONATE,DB00394,allergic asthma,,TxGNN Knowledge Graph,
